1 0.31358295160326627
2 0.2560246962756423
3 0.4222266480780721
4 0.4722166899024099
5 0.3064130651264688
6 0.46395140410276836
7 0.25891256721768574
8 0.47211710814578767
9 0.47211710814578767
10 0.35241983668591914
11 0.25323640709022105
12 0.46415056761601275
13 0.4638518223461462
14 0.44373630750846443
15 0.42202748456482775
16 0.4230233021310496
17 0.46255725951005777
18 0.4720175263891655
19 0.4720175263891655
20 0.35132443736307506
21 0.3527185819557857
22 0.46116311491734713
23 0.4722166899024099
24 0.4722166899024099
25 0.31208922525393346
26 0.31248755228042224
27 0.4561840270862378
28 0.47211710814578767
29 0.47211710814578767
30 0.4720175263891655
31 0.4720175263891655
32 0.3044214299940251
33 0.30681139215295755
34 0.46036646086436966
35 0.4722166899024099
36 0.47211710814578767
37 0.4715196176060546
38 0.4758016331408086
39 0.4783907588129855
40 0.4697271459868552
41 0.25781716789484166
42 0.2582154949213304
43 0.46116311491734713
44 0.4720175263891655
45 0.4720175263891655
46 0.47211710814578767
47 0.47231627165903206
48 0.4715196176060546
49 0.4758016331408086
50 0.4783907588129855
